# time  ID  size  fromHost  toHost  TTL  isResponse
17903.0000 M608 621165 p3 p5 300 N 
17936.0000 M609 608414 p3 p7 300 N 
17963.0000 M610 913418 p1 p9 300 N 
17996.0000 M611 665841 p4 p9 300 N 
18021.0000 M612 722533 p4 p3 300 N 
18055.0000 M613 782583 p7 p2 300 N 
18087.0000 M614 529950 p7 p3 300 N 
18120.0000 M615 558295 p7 p3 300 N 
18149.0000 M616 764571 p4 p3 300 N 
18175.0000 M617 888003 p6 p8 300 N 
18200.0000 M618 535856 p6 p7 300 N 
18228.0000 M619 702275 p6 p4 300 N 
18258.0000 M620 935143 p1 p6 300 N 
18291.0000 M621 934384 p9 p7 300 N 
18324.0000 M622 743286 p3 p7 300 N 
18351.0000 M623 818700 p7 p9 300 N 
18384.0000 M624 573089 p3 p1 300 N 
18418.0000 M625 848272 p1 p5 300 N 
18444.0000 M626 858400 p4 p2 300 N 
18472.0000 M627 841681 p7 p4 300 N 
18501.0000 M628 546363 p0 p7 300 N 
18526.0000 M629 850691 p9 p2 300 N 
18560.0000 M630 546967 p9 p6 300 N 
18592.0000 M631 750530 p5 p6 300 N 
18617.0000 M632 742221 p2 p3 300 N 
18648.0000 M633 569868 p5 p0 300 N 
18680.0000 M634 708423 p6 p9 300 N 
18707.0000 M635 525446 p9 p4 300 N 
18737.0000 M636 778233 p6 p9 300 N 
18770.0000 M637 564161 p2 p8 300 N 
18797.0000 M638 750302 p3 p8 300 N 
18831.0000 M639 846884 p2 p0 300 N 
18859.0000 M640 717762 p1 p3 300 N 
18890.0000 M641 755940 p1 p9 300 N 
18919.0000 M642 545778 p1 p5 300 N 
18947.0000 M643 882695 p2 p1 300 N 
18972.0000 M644 796724 p0 p3 300 N 
19002.0000 M645 887385 p9 p6 300 N 
19033.0000 M646 931955 p1 p6 300 N 
19065.0000 M647 759457 p9 p7 300 N 
19098.0000 M648 980926 p7 p8 300 N 
19131.0000 M649 863975 p0 p7 300 N 
19161.0000 M650 903404 p3 p8 300 N 
19190.0000 M651 673823 p8 p2 300 N 
19221.0000 M652 771339 p9 p2 300 N 
19246.0000 M653 937326 p5 p9 300 N 
19280.0000 M654 512954 p8 p6 300 N 
19308.0000 M655 965724 p4 p9 300 N 
19342.0000 M656 553973 p5 p4 300 N 
19376.0000 M657 975838 p5 p2 300 N 
19403.0000 M658 772620 p5 p7 300 N 
19436.0000 M659 743789 p4 p6 300 N 
19464.0000 M660 778962 p6 p0 300 N 
19489.0000 M661 879367 p0 p5 300 N 
19521.0000 M662 837981 p5 p7 300 N 
19548.0000 M663 501577 p0 p3 300 N 
19582.0000 M664 673510 p2 p9 300 N 
19614.0000 M665 723193 p3 p1 300 N 
19642.0000 M666 988195 p3 p6 300 N 
19670.0000 M667 660113 p9 p6 300 N 
19704.0000 M668 805159 p9 p0 300 N 
19736.0000 M669 577216 p1 p5 300 N 
19761.0000 M670 582987 p1 p4 300 N 
19790.0000 M671 562359 p8 p0 300 N 
19820.0000 M672 583299 p9 p6 300 N 
19852.0000 M673 649207 p7 p6 300 N 
19885.0000 M674 965905 p7 p5 300 N 
19910.0000 M675 776472 p8 p0 300 N 
19942.0000 M676 817965 p5 p9 300 N 
19968.0000 M677 908831 p7 p5 300 N 
19996.0000 M678 699133 p3 p2 300 N 
20024.0000 M679 909062 p8 p6 300 N 
20050.0000 M680 688284 p8 p1 300 N 
20079.0000 M681 679895 p1 p6 300 N 
20113.0000 M682 863798 p0 p8 300 N 
20140.0000 M683 991761 p8 p7 300 N 
20166.0000 M684 930186 p4 p6 300 N 
20192.0000 M685 931041 p4 p5 300 N 
20223.0000 M686 776774 p5 p6 300 N 
20248.0000 M687 993034 p6 p7 300 N 
20278.0000 M688 547022 p1 p0 300 N 
20308.0000 M689 759869 p2 p9 300 N 
20335.0000 M690 949974 p4 p3 300 N 
20365.0000 M691 502145 p6 p2 300 N 
20397.0000 M692 530146 p2 p6 300 N 
20424.0000 M693 954795 p0 p9 300 N 
20449.0000 M694 884716 p0 p6 300 N 
20478.0000 M695 633958 p5 p0 300 N 
20506.0000 M696 904894 p8 p0 300 N 
20540.0000 M697 929453 p7 p1 300 N 
20574.0000 M698 706803 p3 p9 300 N 
20608.0000 M699 852139 p4 p5 300 N 
20642.0000 M700 804698 p5 p4 300 N 
20668.0000 M701 868321 p6 p3 300 N 
20697.0000 M702 542099 p0 p6 300 N 
20726.0000 M703 821376 p0 p5 300 N 
20755.0000 M704 838395 p7 p2 300 N 
20784.0000 M705 619835 p2 p6 300 N 
20812.0000 M706 590774 p5 p1 300 N 
20840.0000 M707 546185 p2 p1 300 N 
20870.0000 M708 680905 p3 p7 300 N 
20896.0000 M709 650427 p9 p3 300 N 
20930.0000 M710 701284 p0 p7 300 N 
20959.0000 M711 738661 p2 p8 300 N 
20989.0000 M712 975316 p9 p7 300 N 
21021.0000 M713 945720 p8 p0 300 N 
21055.0000 M714 680064 p8 p7 300 N 
21089.0000 M715 724417 p4 p2 300 N 
21123.0000 M716 631947 p8 p2 300 N 
21157.0000 M717 551622 p0 p7 300 N 
21188.0000 M718 897326 p2 p0 300 N 
21222.0000 M719 896485 p7 p2 300 N 
21253.0000 M720 714430 p8 p4 300 N 
21283.0000 M721 886730 p6 p3 300 N 
21312.0000 M722 636276 p2 p6 300 N 
21345.0000 M723 940581 p8 p9 300 N 
21379.0000 M724 661586 p5 p0 300 N 
21408.0000 M725 570255 p8 p4 300 N 
21439.0000 M726 869537 p2 p1 300 N 
21466.0000 M727 594193 p0 p7 300 N 
21493.0000 M728 805405 p4 p6 300 N 
21527.0000 M729 572712 p2 p8 300 N 
21556.0000 M730 895762 p9 p8 300 N 
21587.0000 M731 837154 p9 p0 300 N 
21619.0000 M732 729727 p1 p4 300 N 
21652.0000 M733 592222 p1 p8 300 N 
21685.0000 M734 821974 p5 p0 300 N 
21719.0000 M735 944047 p7 p8 300 N 
21753.0000 M736 672441 p7 p8 300 N 
21787.0000 M737 717497 p2 p6 300 N 
21813.0000 M738 654590 p4 p7 300 N 
21838.0000 M739 797508 p9 p4 300 N 
21867.0000 M740 913303 p7 p8 300 N 
21894.0000 M741 585164 p5 p0 300 N 
21920.0000 M742 542576 p9 p7 300 N 
21949.0000 M743 911423 p1 p5 300 N 
21978.0000 M744 804727 p8 p2 300 N 
22010.0000 M745 657726 p8 p1 300 N 
22042.0000 M746 615532 p1 p4 300 N 
22072.0000 M747 795287 p1 p6 300 N 
22104.0000 M748 608185 p7 p3 300 N 
22131.0000 M749 624679 p2 p6 300 N 
22162.0000 M750 778765 p8 p2 300 N 
22190.0000 M751 694227 p3 p2 300 N 
22217.0000 M752 558904 p0 p7 300 N 
22251.0000 M753 507255 p4 p8 300 N 
22276.0000 M754 533421 p0 p6 300 N 
22309.0000 M755 934001 p8 p9 300 N 
22338.0000 M756 696290 p9 p2 300 N 
22366.0000 M757 850655 p4 p6 300 N 
22398.0000 M758 743087 p9 p3 300 N 
22430.0000 M759 635104 p3 p9 300 N 
22460.0000 M760 531885 p9 p6 300 N 
22491.0000 M761 823993 p0 p3 300 N 
22523.0000 M762 550776 p7 p5 300 N 
22551.0000 M763 665837 p0 p7 300 N 
22585.0000 M764 585087 p9 p0 300 N 
22610.0000 M765 700161 p2 p8 300 N 
22637.0000 M766 726907 p7 p2 300 N 
22666.0000 M767 847927 p7 p1 300 N 
22694.0000 M768 733854 p6 p5 300 N 
22725.0000 M769 594770 p7 p1 300 N 
22754.0000 M770 913579 p7 p2 300 N 
22779.0000 M771 825996 p9 p2 300 N 
22807.0000 M772 622849 p2 p5 300 N 
22833.0000 M773 870808 p4 p8 300 N 
22867.0000 M774 526745 p0 p3 300 N 
22893.0000 M775 724194 p3 p1 300 N 
22918.0000 M776 873796 p9 p5 300 N 
22945.0000 M777 590804 p1 p7 300 N 
22971.0000 M778 789646 p7 p2 300 N 
23004.0000 M779 843629 p3 p4 300 N 
23036.0000 M780 567200 p3 p2 300 N 
23069.0000 M781 555401 p2 p6 300 N 
23098.0000 M782 770071 p0 p1 300 N 
23129.0000 M783 526558 p3 p8 300 N 
23160.0000 M784 710064 p0 p1 300 N 
23192.0000 M785 847738 p1 p4 300 N 
23217.0000 M786 532157 p3 p6 300 N 
23244.0000 M787 739688 p8 p0 300 N 
23274.0000 M788 868015 p9 p3 300 N 
23304.0000 M789 667754 p0 p6 300 N 
23329.0000 M790 656524 p2 p4 300 N 
23357.0000 M791 659453 p4 p8 300 N 
23390.0000 M792 725120 p5 p9 300 N 
23416.0000 M793 752452 p2 p0 300 N 
23446.0000 M794 709839 p0 p8 300 N 
23479.0000 M795 740368 p4 p8 300 N 
23504.0000 M796 701888 p4 p7 300 N 
23538.0000 M797 810717 p5 p3 300 N 
23568.0000 M798 919802 p9 p8 300 N 
23593.0000 M799 643230 p8 p7 300 N 
23619.0000 M800 976587 p4 p3 300 N 
23649.0000 M801 635140 p0 p1 300 N 
23680.0000 M802 920441 p4 p0 300 N 
23706.0000 M803 852643 p9 p6 300 N 
23737.0000 M804 610580 p5 p6 300 N 
23771.0000 M805 779481 p9 p1 300 N 
23802.0000 M806 729175 p9 p0 300 N 
23836.0000 M807 548125 p6 p3 300 N 
23870.0000 M808 641126 p7 p8 300 N 
23904.0000 M809 705051 p8 p6 300 N 
23938.0000 M810 947894 p9 p1 300 N 
23969.0000 M811 874818 p2 p6 300 N 
24000.0000 M812 590014 p3 p6 300 N 
24029.0000 M813 851872 p7 p4 300 N 
24059.0000 M814 590262 p2 p3 300 N 
24086.0000 M815 522247 p0 p1 300 N 
24112.0000 M816 830009 p1 p7 300 N 
24146.0000 M817 707819 p1 p5 300 N 
24171.0000 M818 674338 p6 p0 300 N 
24202.0000 M819 867586 p1 p8 300 N 
24230.0000 M820 585426 p0 p3 300 N 
24255.0000 M821 872386 p9 p2 300 N 
24288.0000 M822 530536 p8 p5 300 N 
24318.0000 M823 750601 p0 p3 300 N 
24352.0000 M824 938688 p9 p3 300 N 
24385.0000 M825 555120 p3 p1 300 N 
24417.0000 M826 600367 p6 p5 300 N 
24451.0000 M827 768172 p4 p2 300 N 
24476.0000 M828 800839 p1 p9 300 N 
24508.0000 M829 677710 p9 p7 300 N 
24539.0000 M830 733232 p4 p0 300 N 
24566.0000 M831 975872 p4 p8 300 N 
24600.0000 M832 706312 p4 p2 300 N 
24625.0000 M833 637735 p5 p3 300 N 
24654.0000 M834 979337 p7 p2 300 N 
24686.0000 M835 536001 p5 p8 300 N 
24712.0000 M836 627941 p6 p8 300 N 
24746.0000 M837 549222 p2 p5 300 N 
24775.0000 M838 766123 p0 p1 300 N 
24800.0000 M839 978313 p6 p3 300 N 
24833.0000 M840 974849 p7 p9 300 N 
24862.0000 M841 542006 p9 p6 300 N 
24894.0000 M842 850697 p3 p2 300 N 
24922.0000 M843 664563 p3 p9 300 N 
24949.0000 M844 646078 p5 p4 300 N 
24975.0000 M845 639338 p8 p4 300 N 
25005.0000 M846 519542 p4 p5 300 N 
25038.0000 M847 696077 p3 p4 300 N 
25069.0000 M848 597443 p1 p2 300 N 
25096.0000 M849 559158 p0 p5 300 N 
25125.0000 M850 899802 p3 p5 300 N 
25154.0000 M851 552901 p3 p6 300 N 
25185.0000 M852 903030 p4 p1 300 N 
25218.0000 M853 798147 p4 p8 300 N 
25243.0000 M854 749887 p8 p4 300 N 
25272.0000 M855 928676 p3 p4 300 N 
25301.0000 M856 510178 p9 p2 300 N 
25332.0000 M857 697604 p2 p8 300 N 
25361.0000 M858 876699 p7 p1 300 N 
25389.0000 M859 646121 p4 p8 300 N 
25416.0000 M860 693644 p4 p9 300 N 
25443.0000 M861 543590 p1 p4 300 N 
25477.0000 M862 595333 p5 p1 300 N 
25509.0000 M863 915155 p1 p7 300 N 
25542.0000 M864 871004 p3 p1 300 N 
25567.0000 M865 674359 p1 p9 300 N 
25600.0000 M866 630324 p9 p0 300 N 
25630.0000 M867 956065 p7 p0 300 N 
25658.0000 M868 552248 p4 p3 300 N 
25688.0000 M869 963592 p7 p8 300 N 
25721.0000 M870 854622 p7 p0 300 N 
25747.0000 M871 956687 p0 p9 300 N 
25781.0000 M872 620076 p1 p3 300 N 
25811.0000 M873 861365 p7 p1 300 N 
25837.0000 M874 780230 p9 p0 300 N 
25868.0000 M875 912446 p6 p3 300 N 
25902.0000 M876 522215 p6 p3 300 N 
25928.0000 M877 527919 p9 p5 300 N 
25961.0000 M878 538759 p0 p9 300 N 
25987.0000 M879 839191 p0 p2 300 N 
26016.0000 M880 632603 p4 p8 300 N 
26045.0000 M881 662495 p0 p4 300 N 
26070.0000 M882 808754 p6 p0 300 N 
26096.0000 M883 603011 p3 p4 300 N 
26124.0000 M884 632485 p5 p8 300 N 
26153.0000 M885 807449 p3 p9 300 N 
26187.0000 M886 566773 p5 p2 300 N 
26219.0000 M887 635725 p0 p3 300 N 
26251.0000 M888 845948 p3 p5 300 N 
26280.0000 M889 704952 p6 p7 300 N 
26312.0000 M890 655902 p4 p8 300 N 
26340.0000 M891 748480 p6 p1 300 N 
26374.0000 M892 649619 p0 p9 300 N 
26405.0000 M893 751996 p3 p5 300 N 
26434.0000 M894 774679 p4 p2 300 N 
26463.0000 M895 589892 p4 p3 300 N 
26491.0000 M896 814223 p9 p7 300 N 
26516.0000 M897 648377 p0 p3 300 N 
26547.0000 M898 847752 p9 p3 300 N 
26576.0000 M899 665800 p7 p2 300 N 
26609.0000 M900 514597 p2 p8 300 N 
26639.0000 M901 560500 p7 p3 300 N 
26673.0000 M902 768717 p5 p4 300 N 
26704.0000 M903 818455 p8 p7 300 N 
26731.0000 M904 771359 p0 p8 300 N 
26756.0000 M905 708896 p7 p1 300 N 
26786.0000 M906 561197 p6 p8 300 N 
26819.0000 M907 937155 p1 p8 300 N 
26852.0000 M908 936071 p0 p4 300 N 
26881.0000 M909 959164 p1 p9 300 N 
26910.0000 M910 823997 p1 p4 300 N 
26941.0000 M911 827421 p3 p4 300 N 
26970.0000 M912 537880 p0 p8 300 N 
27001.0000 M913 886230 p1 p9 300 N 
27029.0000 M914 867708 p3 p9 300 N 
27059.0000 M915 852046 p9 p0 300 N 
27086.0000 M916 664005 p2 p9 300 N 
27111.0000 M917 736649 p2 p7 300 N 
27145.0000 M918 799339 p5 p0 300 N 
27178.0000 M919 888194 p9 p6 300 N 
27203.0000 M920 517760 p3 p5 300 N 
27235.0000 M921 722448 p1 p8 300 N 
27267.0000 M922 830606 p7 p4 300 N 
27294.0000 M923 867778 p8 p6 300 N 
27319.0000 M924 557787 p8 p9 300 N 
27345.0000 M925 907037 p4 p0 300 N 
27370.0000 M926 615422 p4 p6 300 N 
27399.0000 M927 889775 p8 p2 300 N 
27430.0000 M928 955551 p0 p3 300 N 
27464.0000 M929 876541 p0 p4 300 N 
27495.0000 M930 754667 p3 p2 300 N 
27528.0000 M931 769291 p8 p5 300 N 
27557.0000 M932 715280 p6 p4 300 N 
27584.0000 M933 877399 p4 p9 300 N 
27611.0000 M934 844767 p6 p9 300 N 
27636.0000 M935 510390 p1 p3 300 N 
27663.0000 M936 584408 p6 p8 300 N 
27689.0000 M937 625362 p6 p7 300 N 
27714.0000 M938 868332 p9 p8 300 N 
27742.0000 M939 634946 p8 p0 300 N 
27771.0000 M940 893101 p9 p8 300 N 
27801.0000 M941 667449 p7 p0 300 N 
27831.0000 M942 780054 p7 p5 300 N 
27863.0000 M943 855582 p3 p5 300 N 
27894.0000 M944 857786 p2 p3 300 N 
27919.0000 M945 634926 p9 p3 300 N 
27951.0000 M946 806716 p7 p6 300 N 
27977.0000 M947 784987 p3 p8 300 N 
28002.0000 M948 964487 p8 p6 300 N 
28027.0000 M949 552524 p0 p9 300 N 
28056.0000 M950 884644 p3 p9 300 N 
28083.0000 M951 597971 p9 p5 300 N 
28114.0000 M952 517634 p3 p8 300 N 
28144.0000 M953 811873 p5 p8 300 N 
28177.0000 M954 527569 p3 p9 300 N 
28204.0000 M955 895683 p0 p1 300 N 
28232.0000 M956 642879 p9 p6 300 N 
28264.0000 M957 556603 p0 p1 300 N 
28297.0000 M958 966315 p3 p7 300 N 
28326.0000 M959 823382 p3 p9 300 N 
28351.0000 M960 678016 p7 p3 300 N 
28378.0000 M961 736788 p6 p0 300 N 
28404.0000 M962 609565 p4 p0 300 N 
28430.0000 M963 678347 p0 p2 300 N 
28464.0000 M964 666434 p4 p2 300 N 
28492.0000 M965 726981 p5 p2 300 N 
28526.0000 M966 800859 p3 p8 300 N 
28557.0000 M967 525852 p9 p7 300 N 
28590.0000 M968 662842 p6 p1 300 N 
28621.0000 M969 772654 p5 p2 300 N 
28646.0000 M970 623037 p9 p8 300 N 
28677.0000 M971 772871 p6 p1 300 N 
28706.0000 M972 811405 p8 p2 300 N 
28735.0000 M973 874972 p8 p5 300 N 
28762.0000 M974 566746 p2 p8 300 N 
28787.0000 M975 633644 p6 p1 300 N 
28821.0000 M976 793505 p6 p4 300 N 
28854.0000 M977 723151 p2 p5 300 N 
28879.0000 M978 640770 p1 p0 300 N 
28913.0000 M979 982917 p7 p2 300 N 
28941.0000 M980 825958 p3 p8 300 N 
28972.0000 M981 830533 p9 p5 300 N 
28997.0000 M982 643124 p4 p6 300 N 
29023.0000 M983 964759 p2 p5 300 N 
29051.0000 M984 558090 p3 p0 300 N 
29084.0000 M985 749122 p7 p8 300 N 
29114.0000 M986 600619 p7 p5 300 N 
29141.0000 M987 733329 p1 p6 300 N 
29167.0000 M988 639195 p0 p7 300 N 
29195.0000 M989 727057 p6 p1 300 N 
29229.0000 M990 958846 p8 p9 300 N 
29259.0000 M991 602960 p4 p9 300 N 
29289.0000 M992 512828 p0 p8 300 N 
29315.0000 M993 967743 p5 p8 300 N 
29346.0000 M994 808544 p4 p0 300 N 
29376.0000 M995 665540 p9 p4 300 N 
29410.0000 M996 885197 p2 p4 300 N 
29438.0000 M997 755230 p7 p9 300 N 
29468.0000 M998 813359 p7 p3 300 N 
29502.0000 M999 665209 p3 p0 300 N 
29535.0000 M1000 876967 p9 p5 300 N 
29562.0000 M1001 708233 p1 p5 300 N 
29596.0000 M1002 849288 p7 p3 300 N 
29625.0000 M1003 646676 p2 p8 300 N 
29653.0000 M1004 929432 p2 p5 300 N 
29686.0000 M1005 825679 p0 p7 300 N 
29719.0000 M1006 896784 p4 p1 300 N 
29744.0000 M1007 591237 p8 p4 300 N 
29773.0000 M1008 705882 p1 p8 300 N 
29798.0000 M1009 884880 p4 p1 300 N 
29830.0000 M1010 785932 p1 p9 300 N 
29860.0000 M1011 686043 p5 p1 300 N 
29886.0000 M1012 902599 p6 p7 300 N 
29920.0000 M1013 997348 p7 p6 300 N 
29954.0000 M1014 847758 p8 p4 300 N 
29988.0000 M1015 754439 p8 p1 300 N 
30016.0000 M1016 706687 p0 p8 300 N 
30043.0000 M1017 793127 p5 p6 300 N 
30069.0000 M1018 528013 p2 p4 300 N 
30100.0000 M1019 600542 p4 p7 300 N 
30127.0000 M1020 637029 p2 p6 300 N 
30153.0000 M1021 615185 p7 p5 300 N 
30185.0000 M1022 525013 p3 p8 300 N 
30216.0000 M1023 697513 p9 p4 300 N 
30245.0000 M1024 748270 p7 p9 300 N 
30270.0000 M1025 703183 p1 p8 300 N 
30299.0000 M1026 535075 p7 p1 300 N 
30331.0000 M1027 599247 p2 p5 300 N 
30364.0000 M1028 963591 p5 p2 300 N 
30394.0000 M1029 575093 p8 p9 300 N 
30426.0000 M1030 629266 p7 p5 300 N 
30460.0000 M1031 875058 p8 p9 300 N 
30487.0000 M1032 695965 p8 p1 300 N 
30513.0000 M1033 942039 p7 p4 300 N 
30545.0000 M1034 774056 p3 p8 300 N 
30576.0000 M1035 702564 p3 p5 300 N 
30607.0000 M1036 924817 p0 p6 300 N 
30633.0000 M1037 767653 p5 p1 300 N 
30660.0000 M1038 791766 p8 p7 300 N 
30688.0000 M1039 788121 p0 p2 300 N 
30719.0000 M1040 558869 p0 p9 300 N 
30747.0000 M1041 742019 p4 p5 300 N 
30777.0000 M1042 872299 p7 p9 300 N 
30808.0000 M1043 748516 p0 p6 300 N 
30839.0000 M1044 716942 p9 p5 300 N 
30865.0000 M1045 692835 p1 p2 300 N 
30891.0000 M1046 997784 p1 p9 300 N 
30921.0000 M1047 968710 p3 p7 300 N 
30952.0000 M1048 736918 p3 p5 300 N 
30986.0000 M1049 617058 p5 p9 300 N 
31015.0000 M1050 586753 p7 p3 300 N 
31049.0000 M1051 757410 p4 p2 300 N 
31083.0000 M1052 845673 p5 p6 300 N 
31110.0000 M1053 774421 p9 p2 300 N 
31137.0000 M1054 502768 p3 p4 300 N 
31166.0000 M1055 621522 p9 p4 300 N 
31198.0000 M1056 998276 p2 p3 300 N 
31225.0000 M1057 865158 p4 p5 300 N 
31256.0000 M1058 775573 p5 p0 300 N 
31287.0000 M1059 571316 p2 p1 300 N 
31313.0000 M1060 643415 p5 p6 300 N 
31338.0000 M1061 510863 p4 p9 300 N 
31370.0000 M1062 767149 p5 p2 300 N 
31397.0000 M1063 914901 p7 p4 300 N 
31431.0000 M1064 714625 p3 p0 300 N 
31461.0000 M1065 645742 p1 p9 300 N 
31495.0000 M1066 848775 p2 p4 300 N 
31529.0000 M1067 847501 p6 p7 300 N 
31560.0000 M1068 554719 p7 p8 300 N 
31594.0000 M1069 630988 p1 p9 300 N 
31623.0000 M1070 790066 p2 p9 300 N 
31655.0000 M1071 689562 p1 p5 300 N 
31682.0000 M1072 917904 p1 p4 300 N 
31716.0000 M1073 929912 p9 p2 300 N 
31744.0000 M1074 908477 p2 p4 300 N 
31778.0000 M1075 513339 p0 p6 300 N 
31812.0000 M1076 878405 p1 p6 300 N 
31844.0000 M1077 756770 p0 p4 300 N 
31871.0000 M1078 861458 p7 p9 300 N 
31905.0000 M1079 993934 p4 p3 300 N 
31931.0000 M1080 776068 p4 p1 300 N 
31956.0000 M1081 729788 p8 p7 300 N 
31985.0000 M1082 548160 p0 p1 300 N 
32013.0000 M1083 976933 p3 p6 300 N 
32041.0000 M1084 552288 p4 p7 300 N 
32068.0000 M1085 817026 p0 p9 300 N 
32094.0000 M1086 993841 p5 p0 300 N 
32119.0000 M1087 795428 p7 p2 300 N 
32152.0000 M1088 757978 p4 p3 300 N 
32186.0000 M1089 938104 p2 p6 300 N 
32213.0000 M1090 836125 p1 p3 300 N 
32238.0000 M1091 610532 p1 p2 300 N 
32271.0000 M1092 643460 p6 p8 300 N 
32304.0000 M1093 891182 p0 p5 300 N 
32336.0000 M1094 863513 p1 p4 300 N 
32363.0000 M1095 569336 p0 p4 300 N 
32393.0000 M1096 997258 p2 p9 300 N 
32424.0000 M1097 571525 p7 p1 300 N 
32450.0000 M1098 679215 p1 p4 300 N 
32475.0000 M1099 627916 p8 p9 300 N 
32501.0000 M1100 623858 p9 p6 300 N 
32534.0000 M1101 974840 p2 p3 300 N 
32568.0000 M1102 842861 p0 p8 300 N 
32597.0000 M1103 603844 p8 p3 300 N 
32631.0000 M1104 739501 p2 p9 300 N 
32658.0000 M1105 931135 p4 p2 300 N 
32683.0000 M1106 657170 p2 p7 300 N 
32710.0000 M1107 507369 p6 p5 300 N 
32737.0000 M1108 736108 p2 p0 300 N 
32765.0000 M1109 598938 p9 p8 300 N 
32791.0000 M1110 649797 p5 p1 300 N 
32820.0000 M1111 894073 p3 p1 300 N 
32845.0000 M1112 632225 p3 p1 300 N 
32872.0000 M1113 939350 p6 p7 300 N 
32901.0000 M1114 868902 p8 p4 300 N 
32929.0000 M1115 508353 p1 p6 300 N 
32962.0000 M1116 678783 p3 p7 300 N 
32990.0000 M1117 733617 p2 p6 300 N 
33022.0000 M1118 550915 p3 p2 300 N 
33050.0000 M1119 527370 p0 p2 300 N 
33076.0000 M1120 935984 p5 p0 300 N 
33108.0000 M1121 843161 p3 p6 300 N 
33134.0000 M1122 695088 p1 p4 300 N 
33164.0000 M1123 690227 p1 p0 300 N 
33194.0000 M1124 622457 p0 p1 300 N 
33225.0000 M1125 649788 p7 p3 300 N 
33257.0000 M1126 768838 p8 p2 300 N 
33287.0000 M1127 524892 p6 p7 300 N 
33318.0000 M1128 984801 p5 p0 300 N 
33343.0000 M1129 596265 p6 p2 300 N 
33368.0000 M1130 809019 p0 p8 300 N 
33401.0000 M1131 996513 p0 p7 300 N 
33430.0000 M1132 693007 p4 p5 300 N 
33464.0000 M1133 624686 p7 p2 300 N 
33491.0000 M1134 835644 p7 p0 300 N 
33519.0000 M1135 945960 p2 p4 300 N 
33552.0000 M1136 667377 p6 p8 300 N 
33579.0000 M1137 692012 p2 p6 300 N 
33609.0000 M1138 862237 p2 p1 300 N 
33635.0000 M1139 973389 p7 p1 300 N 
33660.0000 M1140 722161 p5 p6 300 N 
33692.0000 M1141 558068 p4 p2 300 N 
33719.0000 M1142 791570 p0 p2 300 N 
33752.0000 M1143 632636 p3 p4 300 N 
33786.0000 M1144 944661 p9 p6 300 N 
33812.0000 M1145 648139 p2 p7 300 N 
33837.0000 M1146 744474 p4 p1 300 N 
33870.0000 M1147 676666 p3 p0 300 N 
33899.0000 M1148 852716 p5 p3 300 N 
33925.0000 M1149 945603 p2 p1 300 N 
33950.0000 M1150 798202 p1 p9 300 N 
33982.0000 M1151 985123 p1 p5 300 N 
34015.0000 M1152 720511 p6 p7 300 N 
34042.0000 M1153 866761 p5 p0 300 N 
34072.0000 M1154 587532 p8 p9 300 N 
34104.0000 M1155 688693 p0 p5 300 N 
34135.0000 M1156 993796 p7 p6 300 N 
34169.0000 M1157 881308 p5 p2 300 N 
34203.0000 M1158 528250 p0 p1 300 N 
34233.0000 M1159 511490 p3 p1 300 N 
34264.0000 M1160 674516 p7 p4 300 N 
34292.0000 M1161 693118 p5 p2 300 N 
34319.0000 M1162 891499 p5 p4 300 N 
34353.0000 M1163 957369 p2 p3 300 N 
34381.0000 M1164 926920 p8 p1 300 N 
34410.0000 M1165 592654 p0 p3 300 N 
34444.0000 M1166 565242 p1 p8 300 N 
34475.0000 M1167 797539 p0 p7 300 N 
34501.0000 M1168 893473 p6 p1 300 N 
34533.0000 M1169 906445 p6 p9 300 N 
34565.0000 M1170 809456 p9 p0 300 N 
34590.0000 M1171 784721 p1 p7 300 N 
34624.0000 M1172 661080 p3 p6 300 N 
34649.0000 M1173 561758 p0 p5 300 N 
34674.0000 M1174 641555 p4 p9 300 N 
34706.0000 M1175 774028 p6 p0 300 N 
34735.0000 M1176 541575 p9 p7 300 N 
34763.0000 M1177 744380 p0 p5 300 N 
34792.0000 M1178 642530 p4 p3 300 N 
34820.0000 M1179 637978 p3 p4 300 N 
34849.0000 M1180 544444 p5 p3 300 N 
34876.0000 M1181 841277 p4 p3 300 N 
34904.0000 M1182 845722 p5 p2 300 N 
34936.0000 M1183 610563 p7 p9 300 N 
34965.0000 M1184 549607 p0 p4 300 N 
34998.0000 M1185 549463 p6 p2 300 N 
35029.0000 M1186 944410 p6 p9 300 N 
35060.0000 M1187 826843 p6 p1 300 N 
35094.0000 M1188 699283 p7 p6 300 N 
35124.0000 M1189 882193 p4 p2 300 N 
35157.0000 M1190 986057 p1 p5 300 N 
35189.0000 M1191 999503 p0 p2 300 N 
35216.0000 M1192 641684 p8 p6 300 N 
35245.0000 M1193 959820 p4 p7 300 N 
35272.0000 M1194 557616 p1 p0 300 N 
35298.0000 M1195 795934 p9 p1 300 N 
35323.0000 M1196 815518 p1 p2 300 N 
35357.0000 M1197 838304 p6 p3 300 N 
35390.0000 M1198 781217 p9 p0 300 N 
35422.0000 M1199 583949 p3 p6 300 N 
35456.0000 M1200 854910 p6 p9 300 N 
35485.0000 M1201 832738 p6 p9 300 N 
35518.0000 M1202 719002 p5 p4 300 N 
35545.0000 M1203 622079 p1 p9 300 N 
35579.0000 M1204 931712 p2 p3 300 N 
35608.0000 M1205 580646 p9 p4 300 N 
